,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,emotion
1546,-695.7952,56.393433,23.653025,20.232845,7.483917,7.3250628,3.8584518,2.2939265,-1.4581585,-2.1220372,4.1239343,-1.1337631,-2.265607,-2.6548789,2.4295187,3.2611966,-2.361734,0.87136364,-1.9867935,1.4076602,-3.5877032,0.6227754,0.18541569,-0.7616631,-2.060321,2.4568114,-2.799582,2.473571,-1.3437117,1.597391,0.735451,2.1442306,0.6771672,0.8404457,-2.4580884,-0.3605873,-1.9349146,-0.0010623434,-1.0441667,-0.49015155,sad
1305,-580.82275,68.2817,-0.23444453,13.09045,4.1463223,-9.643881,0.5444053,-6.6995726,-5.598043,-1.4942651,0.6873661,1.5369973,-3.6222155,2.0236537,-2.6823888,-0.15179993,-5.354468,-1.1146098,-1.4869406,-0.9262078,-5.665919,2.6880827,-5.140803,-1.2369357,-0.91623634,0.11188756,-0.6295694,1.2861999,-1.2737167,2.5298953,-1.2470638,-0.16186881,0.12170788,-0.38485327,0.7298619,1.9340714,-0.7345488,-2.1550324,-1.334983,-0.7346844,angry
409,-699.5246,57.129963,22.601545,20.58691,10.934577,5.699136,5.132369,0.81273305,-1.7865859,1.4359748,2.840719,-0.62498575,-0.5650417,0.35730892,1.6485208,4.144742,-0.5160115,-0.11612464,0.05989445,0.03837696,-3.3495011,0.24769697,-0.18987666,0.038790718,-2.2983117,1.1144688,-2.1993911,1.4566047,-0.90961367,1.0442454,-0.1936716,0.9183934,-0.75037503,0.6607215,-1.6078142,-0.8816355,-1.8611629,0.044723623,-2.2330027,-0.21000674,neutral
2074,-496.95483,27.006504,-14.196358,-3.0866373,-10.4751835,-10.80361,-9.857099,-14.995303,-5.0062213,-4.3577785,-6.183482,-3.5786524,-1.8976935,3.1317546,-4.0084333,2.5535455,0.46187064,1.0422982,4.2152042,3.3346846,1.3467699,3.1281812,-0.20324649,3.2406232,0.11621328,0.85245484,-0.8520102,0.24553141,0.31133205,-1.8109623,-0.50709397,1.2388809,0.25054505,1.7503524,-0.31789532,0.8219001,-0.22892049,1.0442405,-1.75891,1.0048047,surprise
2642,-335.92032,41.721554,-17.881403,9.845036,-11.201362,-2.8760004,-5.5471597,-15.9960785,-4.7440166,-7.3046436,-6.899954,-2.0706592,-4.9887586,-1.8009431,-4.8105335,1.8113717,-2.9787107,-3.4624903,-0.10602425,-0.54149765,-1.4117427,3.1640744,1.8850296,6.2753224,2.8762448,6.967215,7.588423,8.076293,5.9750943,6.580046,4.125723,5.1680174,1.9526877,2.0887296,1.778424,3.6977985,0.7152241,2.61697,-1.2511369,1.5643283,angry
1398,-564.2095,54.835827,-1.1308361,8.562175,5.801779,-7.245979,-1.0597878,-5.3754287,-12.215323,-1.9711902,-4.9438686,-8.046312,-2.7005157,-4.0509253,-3.3170292,-2.0707185,-5.261777,-1.7173493,-2.8250105,-3.642,-5.0571666,-2.696694,-4.0860195,-3.307229,-2.2171388,-2.546576,-1.9371539,0.54268926,-0.88183576,1.560051,-1.5560092,0.3283356,-0.37085524,0.7762276,-1.0731136,1.6921263,-0.62198144,-0.8774167,-2.228289,0.38546026,surprise
2567,-627.77454,65.62896,2.1947322,22.399147,17.403778,-4.005924,-13.4165745,-7.9359407,7.1460385,-4.2180753,1.5943272,0.627097,2.622564,-3.0492375,-1.6799145,1.859797,-2.6087103,3.9162664,-1.3807391,-0.72485054,-4.9193964,4.8526793,-3.6622086,1.3339401,-1.6961763,4.013912,-3.0219195,4.3756614,-4.953052,-1.0765795,-3.7876754,0.19245583,-0.46529588,0.06795916,-6.1912975,-3.5935464,-4.4437304,0.07882444,1.0416732,1.8812757,calm
565,-636.1296,68.812126,-2.3801994,12.385966,10.588825,-2.086936,1.1574132,-1.7418494,-3.7176037,-1.2529271,-1.4916754,0.43260247,-0.8857494,1.2874151,0.146199,0.6938568,0.99118334,-2.0054379,2.619791,2.1275089,-2.3085964,1.9862303,-1.9668025,0.2523455,-2.6635838,1.1406038,-1.7326286,0.40197837,-1.0390903,1.7941426,-0.03648361,0.45818022,-0.27033573,0.2349006,-1.1138064,1.1871518,-0.8909994,1.716165,-0.29443234,0.9038406,neutral
2500,-494.90552,27.909843,-17.7696,-1.9407698,-12.789035,-7.9506054,-6.5050006,-13.267508,-14.689535,-3.15444,-4.036842,-8.446737,-5.2017174,-5.8452244,-5.8771152,-8.326206,-7.55215,-4.5151176,-2.5226128,0.70467937,4.4038353,4.0166445,4.4559536,4.993813,3.9975865,5.555965,0.71959186,-0.21685489,-2.6265843,1.0881006,0.009484879,0.0024080623,-2.8225381,-2.1607757,-1.3730613,0.7130837,-0.18467937,0.2845012,0.14755993,1.6532376,disgust
1210,-614.9007,59.88457,11.601454,17.549051,11.184235,5.7949705,5.108887,1.7587538,-2.2189987,4.163989,-0.14656082,-0.032818604,4.6236973,3.048483,1.0588983,0.9464906,1.1637335,0.73882455,0.50939465,1.567622,-1.1875775,0.70575714,-0.46384344,0.1598078,-0.32675496,1.774382,-1.0071249,1.3100048,-1.0241162,0.89456654,0.059953142,1.8243691,0.16443482,1.7426987,0.25169405,1.4246991,0.6375987,1.0631187,0.14202508,0.88374555,disgust
1134,-768.1626,60.82282,18.165966,22.787415,16.37056,11.338637,3.1976023,-2.2371612,4.52403,6.088352,0.20464976,6.4635587,3.188486,-0.8310623,4.121896,4.2852874,2.0864167,4.835739,-0.5712026,3.7299821,1.1705558,1.6344991,-2.8276596,2.1064796,-2.2910926,2.2271442,-1.9475313,1.4500246,-1.4162415,2.6129065,-1.3577665,1.7828131,-3.1311052,0.13851935,-3.3321471,1.3202715,-0.98546344,1.274647,-2.7514362,0.54959434,fear
2057,-611.3766,45.335247,-4.475172,1.8758895,-4.2295017,-4.015013,-4.042883,-7.677704,-10.80253,-2.9307024,-3.4347339,-6.7044926,-4.0754814,1.4676341,-8.438529,-2.8350513,-3.5769725,-1.5365405,-5.0917897,-1.2220019,-2.5760417,-0.4585694,0.8425395,-0.7687062,0.80888915,1.2077566,0.202769,2.0439672,-0.56104153,1.8254555,0.6051474,2.0468068,2.0071244,3.9850323,0.109103054,0.5696829,-1.3164924,0.06845422,0.8059378,0.09279894,disgust
679,-525.89026,39.217724,-10.6820545,-1.9631301,-2.3002667,-8.997865,-6.947723,-15.154998,-11.542881,0.0717132,-12.584115,-0.47300383,-10.839876,-5.6244783,-1.0489774,-9.025074,-4.8014455,-2.6516047,-7.4849186,-4.024464,-1.3318536,1.9310583,0.80221033,2.5688398,0.2370558,2.7515388,-2.0676944,3.681976,0.062472943,6.979129,6.0849667,7.454575,6.241519,6.0030537,0.84461653,0.5061859,0.5235765,3.4211671,0.42735788,0.5059664,disgust
991,-527.40753,47.986298,-5.8064775,12.859312,-0.0920442,-1.0074643,-2.6718624,-4.1593738,-9.203558,-3.9634168,4.6946535,-5.433742,-0.08250753,-0.8545905,-3.5121245,0.9562963,-2.3564303,-1.0729237,-0.021417115,-1.2726841,-2.7784817,0.10912356,-1.9606553,0.7385413,2.001327,3.5831082,0.028596936,4.731983,2.191235,3.6048415,3.5916946,2.0922968,1.622992,2.4754243,1.517454,3.8627226,0.14673536,0.68914086,-0.15154636,2.1046627,angry
186,-623.2237,49.779053,-0.06429158,7.7967396,-1.5724224,-13.899129,-17.89165,-13.158686,-10.357681,-2.2310805,-12.010119,-6.93072,-0.564569,-9.3037405,-5.8076024,-6.487761,-9.234405,-4.698531,-8.645582,-5.911875,-2.5413523,-0.8987005,-0.17700306,3.6468182,2.8179762,3.9329987,2.2763078,2.7062132,2.3055916,5.5750937,2.2787442,3.6880107,0.27459908,-0.21268591,-1.3930306,2.1348898,0.40727326,0.66753185,-1.1429156,0.0030489254,sad
290,-608.67285,69.249596,3.928477,13.504944,8.574529,-2.6180885,2.3759568,-6.7859535,-10.046228,-0.8034261,0.45965406,-3.1524987,-3.0551,1.6493859,-1.147381,-0.7335689,-0.40153083,0.9026306,-0.7883462,-1.5190856,-4.1501107,0.47307038,-3.7712982,-4.066788,-2.4799192,-0.24985793,-3.4355187,-0.97546834,-0.8975958,0.743396,-1.400357,-1.5070127,-1.9905769,-0.21454217,-0.6321469,-0.16678715,-3.3053315,-1.8780451,-3.114278,-1.345665,neutral
2090,-607.9138,43.23118,-15.182758,5.704208,-3.8453712,-9.988027,-5.7680507,-14.3284645,-5.5380197,-3.9313366,-5.8390956,-5.6219506,-4.7629595,-1.7976855,-8.568682,-2.3017843,-3.0025127,-2.2782393,-3.7858052,0.4773655,-3.4685836,1.1922671,-0.87394613,3.2911074,1.8757781,1.3133346,0.64948946,-0.7311175,-0.7898437,1.0230646,0.2879131,1.4628618,-0.37552464,-0.14422075,-0.36078587,2.5210063,-0.8686926,-1.1497904,-2.126394,-0.16239746,happy
2799,-688.9655,49.920403,8.799584,5.350063,2.236133,-1.4212375,-1.5981604,-12.26788,-5.130915,-5.5399365,-4.3236217,-4.888618,-6.250862,-1.290399,-5.280203,-5.195275,-4.8654184,-6.4862046,-6.6403103,-4.815484,-6.3758636,-5.609861,-6.87695,-4.207508,-6.2402983,-5.309762,-5.108974,-2.0512588,-1.8147808,4.260015,0.84392613,4.496298,0.25344092,0.527283,-0.7282268,2.6064026,3.7757478,4.839648,3.0530221,2.8164687,calm
887,-654.03925,50.435333,-4.7414436,3.8952796,5.3997774,-6.449696,-8.016534,-10.099739,-11.151769,0.24299191,-4.7264147,-5.546451,-0.49136114,-3.1005156,0.1676273,-4.5628777,-1.7189096,-3.1990333,-3.226553,-3.922415,-4.0904655,-2.8558638,-4.3784866,-1.3384893,-4.842073,0.04748209,-1.2723005,1.9738429,0.5523738,2.8992975,0.47411767,0.8055005,-0.10807057,1.2087787,3.5654125,3.3192883,4.675538,6.4270945,2.9178193,6.547617,sad
67,-640.57367,67.599525,16.379452,20.830208,12.988646,9.699613,9.876497,-2.1707084,-1.7743523,5.5753803,-2.877419,1.7500916,3.5975103,-1.1175513,2.4276116,-0.15359575,0.1181648,1.0334702,-0.81173944,3.8203232,-2.925706,1.9082539,-2.1234334,0.7780932,-1.9698467,0.9190124,-2.177266,-0.23731332,-3.8134015,-1.130255,-1.452573,-0.5160508,0.7027651,-0.42946285,-3.3552458,-1.9093325,-1.2821523,-1.3570945,-2.156599,-2.2783613,calm
567,-541.52655,65.000336,-12.824126,16.332033,14.870607,-3.968781,0.9754295,2.4573698,-6.7409887,2.519372,2.8695667,1.498308,-0.049544957,2.1049972,2.275098,0.33040127,1.7390312,-1.4027905,2.0020227,1.4274781,-0.9934075,1.0430752,-1.1915616,1.7002468,-1.9677824,1.4500332,-1.1754634,1.3564131,-2.0175066,1.9785459,-1.006867,-0.8078756,-0.54368937,-0.1558469,-1.0918292,2.2881296,1.560427,1.7464257,1.380684,-0.5152981,happy
449,-697.1783,34.360622,-10.023999,2.2621696,-5.1408863,-3.7022226,-10.11301,-13.919273,-5.3291116,-3.939005,-6.058763,-4.6677885,-3.5296915,-2.4791222,-5.715782,-5.9581685,-5.7426777,-3.762037,-4.33809,-3.7374017,-0.14734302,-0.6995121,-2.5817442,0.9782284,-1.452144,-2.4604814,-1.8066647,-1.815526,-2.1283333,-0.36058384,-1.6617469,1.3588439,1.8380209,4.1569066,2.7119508,2.2980878,2.0672858,2.6106396,0.39380735,1.442916,surprise
1524,-604.27496,51.75752,11.07506,15.878047,5.0532155,1.3402545,4.6929116,-2.3849006,-4.2360525,-2.3817341,3.3319695,-2.287831,-0.8553282,-0.9759817,0.25946215,0.943269,-2.0768883,0.30102235,0.61166674,1.8181525,-3.8953185,-0.6248007,-0.8057742,-1.3048126,-0.4842137,0.5297147,-2.3093123,1.812015,-1.5825205,1.4169149,0.6469697,2.5228267,1.2154325,0.7137268,-1.6331681,0.19090515,-1.8209025,1.0351523,0.269797,1.9138052,disgust
157,-731.04675,71.22909,4.706073,19.485659,11.931983,3.1546183,3.0610242,-3.3929605,1.6570354,4.1846557,4.104266,2.8819523,0.2506087,1.2337644,3.3404672,3.0985,-1.8453342,2.4579344,1.5148852,3.0702214,-2.202996,1.6989952,-1.4443681,0.6196919,-0.8551745,-0.18458554,-1.303656,1.8531185,0.25607225,-0.5812007,-0.03886664,1.97714,0.03513924,1.0066574,-0.7787311,3.2844374,0.5750013,-0.62672704,-3.708829,0.12297892,neutral
2792,-626.61633,38.181522,8.70021,-4.243852,-2.8806646,-7.8785806,2.1417472,-14.158726,-9.955406,-6.7578216,-9.259555,-6.234956,-7.9291983,-3.5256104,-4.377839,-5.618022,-5.018269,-5.708395,-6.482417,-3.0379527,-3.6261284,-4.0670805,-2.6486094,1.492156,-3.5473523,-0.3461895,-0.53424436,1.8693029,-1.3423847,3.2890763,-0.70405126,1.4626172,-0.89249533,2.434341,0.7680038,1.688397,1.5299433,1.7892395,0.45417878,1.9916408,surprise
1491,-660.50183,52.980663,-0.44145495,8.232829,4.511838,-2.5249937,-6.0312366,-6.6184072,-9.726553,-5.8924103,-0.25972432,-5.3193827,-0.8095195,-4.9191103,-4.579843,0.08633274,-8.323081,-3.8227282,-2.689616,-3.0362487,-5.608843,-2.970516,-4.5490246,-5.6637163,-2.3029149,-1.7725818,-5.6478586,-0.4147948,-3.99236,-1.8855523,-3.3631744,-3.5420425,-0.9967863,-1.6931851,-2.329398,0.3531762,0.28498164,0.22303061,-2.0682504,-1.5033479,surprise
2832,-702.64557,81.39135,2.5189898,11.255156,12.166302,-2.3540664,-4.872403,-7.6555705,3.1762357,-2.2764626,-2.9039845,0.9235286,3.4796276,-4.9555264,0.3017963,-0.050227173,-6.230723,1.8513666,-1.7787828,-2.1741633,-4.021637,-1.0391978,-2.905002,-2.5643482,-2.7789302,1.6443452,-4.1287003,1.8508198,-5.4321685,-0.41477314,-5.459138,0.7052573,-0.9577814,1.0584924,-3.4768727,-2.9143684,-4.698109,-1.8930918,-1.567833,-0.10185922,calm
480,-714.776,67.14338,13.9283285,20.664627,7.3676972,5.577976,7.96311,-4.8271403,0.0012990466,-1.5889246,0.011002345,-7.440937,-0.78725296,-2.3080194,0.14976734,-3.668588,-2.5154312,3.1255286,1.4796476,2.3147686,-1.8674644,1.9581712,-0.2688211,0.43408936,-3.152545,1.6221268,-1.6209887,0.6820152,0.053917546,3.6617265,0.030566104,3.6377487,4.903197,8.873034,8.458177,9.83279,6.532196,5.9874945,3.6461546,3.6609945,calm
491,-634.7532,61.119343,-8.018818,16.063856,10.380355,-4.2609973,-4.964819,-17.89735,-1.9438634,3.0691907,-7.43021,-4.757815,-0.31620723,0.40272138,-0.47419935,-1.8707985,-1.3987757,6.9234447,6.7691345,8.638485,7.0347714,5.139296,1.4843733,7.193701,3.7539687,8.288754,5.915685,8.26774,6.872778,3.593872,2.7209039,3.8364422,3.7524757,4.265351,2.3764284,2.878458,0.50131136,0.053639207,0.2093812,2.2648478,sad
1560,-637.98096,29.067953,-14.885405,5.4605384,-9.839303,-8.342688,-11.442345,-15.2401085,-7.3173113,-4.1612225,-3.883259,-2.5466642,-6.53667,-3.3334966,-5.703431,-3.4382367,-2.9084089,-2.1964011,-5.309416,-4.2880683,-2.045681,-0.9571802,-4.1255875,-2.4524875,-2.7789116,-1.7168208,-2.143895,-1.2528948,-1.6852701,3.553226,3.357795,4.3634667,5.1337,5.20551,4.1665087,6.039922,2.4918637,2.1380227,-0.40451205,2.4387264,angry
313,-669.91956,62.426228,0.9023583,16.833582,7.8117795,-1.8475603,-0.91065437,-7.485837,-9.419272,-1.5074191,-2.4400957,-2.624329,-0.14111452,-5.096406,-1.4083325,1.0472499,-4.976096,-3.1020348,-2.5746925,-0.21248528,-4.9851656,-1.1165181,-2.337065,-4.951367,-1.9474223,-0.9107243,-3.546426,0.5509278,-1.7560186,-0.21765128,-2.8030016,-0.9816626,-3.1020777,-1.8044019,-3.9783869,-1.3351367,-2.089122,-2.706614,-2.7705092,-3.2692468,sad
1863,-551.27045,37.61826,-9.374415,2.1079028,-1.9896783,-7.1516385,-8.127362,-3.8578143,-12.298931,-7.6850934,-2.653303,-8.165836,-6.3744607,-3.6252484,-7.6979394,-2.7776084,-6.6585493,-3.8119626,-5.976429,-5.032258,-6.2457633,-3.0088844,-4.713183,-3.0235305,-4.282094,0.90189743,-0.99829936,1.4968275,2.106249,1.5670485,-0.3872563,0.56567955,-0.44697204,-0.9957917,-1.205223,0.7098567,0.45323446,2.024988,0.52512527,0.38628522,angry
2079,-416.50098,6.668193,-17.380903,0.7678316,-5.9465785,-3.8148634,-6.4221606,-17.368046,-6.7478676,1.1414884,-2.3264806,-0.10881132,9.668006,20.837193,3.4468184,-1.5791545,-3.77567,2.932645,2.343664,0.45502785,-4.9175177,0.97103435,1.2481738,5.464237,-0.8613391,1.0789506,-1.4564198,-3.7351258,-1.7370313,-0.7293186,-1.3623543,0.5656084,1.8987229,4.4250875,2.0908177,2.4549816,-0.39296928,0.47301012,-0.1888268,1.9437224,fear
910,-399.06573,11.352522,-17.75301,0.09403477,-13.359734,-11.505841,-7.017652,-19.160471,-3.7646554,-4.9437804,-3.1658795,-7.660787,-5.3175845,-0.20280781,-9.426184,0.3867076,-2.2395654,2.8662639,2.9872515,2.8902946,1.7975862,5.1038947,4.4434915,6.419271,0.97945863,-1.1015213,-1.9670404,-0.8152399,-2.500429,-1.1048393,-2.148814,-0.53681725,-0.8739713,-0.29554263,-1.1363013,0.976634,-0.77026445,-0.71221435,-1.7503424,1.6576939,angry
1943,-509.52957,24.022825,-14.907886,-0.69756323,-11.522959,-9.96544,-11.921485,-13.617157,-3.646201,-3.4700618,-9.264821,1.3866538,-5.4851356,-0.77548486,-1.0079695,-5.10038,-3.8809507,1.120431,2.5547063,3.476786,6.630673,5.7460074,4.011855,6.139076,2.6894565,2.6653674,-1.4266047,0.44228694,-2.4548476,-2.2801323,-3.9616268,-2.8876083,-2.8924353,-0.38825566,0.1788559,1.0057225,-1.0913557,-0.40903756,-0.8169817,1.737795,fear
1320,-520.0863,29.789665,-9.49582,5.7967973,-5.9744425,-14.387769,-14.708281,-10.981914,-8.302331,-1.7950732,-12.477537,-5.797523,-4.2266994,-6.9222646,-3.5185802,-5.7281256,-5.888816,-6.1552863,-7.747065,-5.1368666,-2.7984948,-1.2324744,1.8581011,3.59387,-0.4124681,3.5213144,1.2892498,3.762769,2.9418595,3.4604275,0.54316354,0.37973294,-2.6143882,0.1905191,-0.4423112,2.923922,1.1641278,-0.07376782,-0.877331,2.4167862,happy
2094,-558.1368,28.35515,-11.212075,-0.30566478,-10.303317,-10.182583,-7.743776,-16.63668,-9.197369,-6.4138207,-4.8877277,-7.7866096,-8.337314,-2.7125196,-9.060303,0.7360306,0.055950724,3.0698261,0.03139323,2.3577037,-2.5949028,1.2595481,1.6979043,4.307107,2.4345365,1.3392949,-2.3508227,1.4556459,-1.105992,-1.8789272,-2.6171174,2.983969,2.2218926,0.62927103,-0.5223547,0.17547354,-0.86646426,-2.039484,-0.84731036,1.4652901,angry
2060,-520.53156,23.30079,-18.062803,1.0941846,-9.181805,-11.704227,-7.674951,-15.642751,-7.8233566,-5.0988407,-7.4048853,-6.0623646,-6.794504,-2.3250704,-9.694251,-5.2213316,-4.6096005,-3.1869607,1.1416441,5.4150195,2.1212764,2.9566057,0.3144101,0.85050553,2.735847,4.449817,1.6492617,1.1350522,-2.3079531,-0.08603443,0.24679385,1.3445026,-0.96892333,-0.7771927,0.34341133,1.7525793,0.06241539,1.4458109,1.8164583,0.8139431,happy
825,-510.81024,31.598337,-23.87568,-5.1362786,-15.749155,-11.285297,-15.065409,-14.539122,-6.233278,-2.859232,-8.238164,-1.4545977,-7.2274685,-4.418074,-3.9329882,-7.327625,-7.433693,-5.9949317,-6.08567,-0.7565203,0.98270303,1.2334244,2.028639,1.9480331,-0.45431706,1.2118798,0.48801485,3.884071,3.6438236,3.6585107,2.4214633,1.8594884,-1.1736357,1.0520333,0.5454559,1.7603608,-0.8902979,-2.280127,-2.6268067,0.6859853,disgust
2357,-326.9845,40.236984,-12.970549,9.1982155,-4.684686,-3.715131,-7.13816,-15.065134,-5.889698,-5.4472246,-6.7736535,-4.2028127,-4.3710546,-1.6206442,-5.213102,-0.5444168,-2.58002,-3.5268722,-1.2374424,-0.46888804,-2.2293692,1.3653033,2.4380503,6.4340944,2.445108,5.956149,5.6558323,6.0049767,4.0006547,6.434618,4.3994746,6.601361,1.3812991,1.7061008,1.0196428,3.4508078,2.1229284,3.192281,-0.43187386,0.5451126,angry
